Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1980-12-12,0.10092189908027649,0.10136066559485943,0.10092189908027649,0.10092189908027649,469033600,0.0,0.0
1980-12-15,0.09609553411940813,0.09609553411940813,0.09565676748752594,0.09565676748752594,175884800,0.0,0.0
1980-12-16,0.08907451831095647,0.08907451831095647,0.08863575756549835,0.08863575756549835,105728000,0.0,0.0
1980-12-17,0.09082958847284317,0.09126835515149942,0.09082958847284317,0.09082958847284317,86441600,0.0,0.0
1980-12-18,0.09346295148134232,0.09390171225274034,0.09346295148134232,0.09346295148134232,73449600,0.0,0.0
1980-12-19,0.09916687756776811,0.09960564422760311,0.09916687756776811,0.0991668775677681,48630400,0.0,0.0
1980-12-22,0.10399327427148819,0.10443282591515432,0.10399327427148819,0.10399327427148819,37363200,0.0,0.0
1980-12-23,0.1083817183971405,0.10882048511575171,0.1083817183971405,0.1083817183971405,46950400,0.0,0.0
1980-12-24,0.11408559978008272,0.11452436630328938,0.11408559978008272,0.1140855997800827,48003200,0.0,0.0
1980-12-26,0.12461671978235245,0.12505548633622032,0.12461671978235245,0.12461671978235245,55574400,0.0,0.0
1980-12-29,0.12637178599834442,0.12681055259289586,0.12637178599834442,0.12637178599834442,93161600,0.0,0.0
1980-12-30,0.12373924034009233,0.12373924034009233,0.12330048531293869,0.12330048531293869,68880000,0.0,0.0
1980-12-31,0.1202291270227238,0.1202291270227238,0.11979036033153535,0.11979036033153534,35750400,0.0,0.0
1981-01-02,0.12110662460327147,0.12198415781113081,0.12110662460327147,0.12110662460327148,21660800,0.0,0.0
1981-01-05,0.11891277634144828,0.11891277634144828,0.11847402155399323,0.11847402155399323,35728000,0.0,0.0
1981-01-06,0.11364679953749728,0.11364679953749728,0.11320803314447404,0.11320803314447403,45158400,0.0,0.0
1981-01-07,0.10882048511575171,0.10882048511575171,0.1083817183971405,0.1083817183971405,55686400,0.0,0.0
1981-01-08,0.10662661248020987,0.10662661248020987,0.1061878576874733,0.1061878576874733,39827200,0.0,0.0
1981-01-09,0.11189179867506029,0.11233056527588614,0.11189179867506029,0.11189179867506027,21504000,0.0,0.0
1981-01-12,0.11189185829984168,0.11189185829984168,0.11101433634757996,0.11101433634757996,23699200,0.0,0.0
1981-01-13,0.10750416857525749,0.10750416857525749,0.10706540197134018,0.10706540197134018,23049600,0.0,0.0
1981-01-14,0.10750412940979004,0.10794289585385773,0.10750412940979004,0.10750412940979004,14291200,0.0,0.0
1981-01-15,0.10969796776771547,0.11057548908167884,0.10969796776771547,0.10969796776771545,14067200,0.0,0.0
1981-01-16,0.10925915255085095,0.10925915255085095,0.10882038623094557,0.10882038623094559,13395200,0.0,0.0
1981-01-19,0.11540186405181886,0.11584063048536926,0.11540186405181886,0.11540186405181885,41574400,0.0,0.0
1981-01-20,0.11233056527588614,0.11233056527588614,0.11189179867506029,0.11189179867506027,30083200,0.0,0.0
1981-01-21,0.11408559978008272,0.11496312110949541,0.11408559978008272,0.1140855997800827,15904000,0.0,0.0
1981-01-22,0.11540186405181886,0.11627939691891967,0.11540186405181886,0.11540186405181885,35548800,0.0,0.0
1981-01-23,0.11540192563279662,0.11584069230048247,0.11496315896511078,0.11496315896511078,11222400,0.0,0.0
1981-01-26,0.11364679953749728,0.11364679953749728,0.11320803314447404,0.11320803314447403,24640000,0.0,0.0
1981-01-27,0.1132080773273612,0.1132080773273612,0.11233055591583252,0.11233055591583252,23699200,0.0,0.0
1981-01-28,0.10925915255085095,0.10925915255085095,0.10882038623094557,0.10882038623094559,28156800,0.0,0.0
1981-01-29,0.10531033762772782,0.10531033762772782,0.10487157106399536,0.10487157106399536,43904000,0.0,0.0
1981-01-30,0.10004441088743811,0.10004441088743811,0.09916687756776811,0.0991668775677681,46188800,0.0,0.0
1981-02-02,0.09390171225274034,0.09390171225274034,0.09346295148134232,0.09346295148134232,23766400,0.0,0.0
1981-02-03,0.09697307646274567,0.09741183730371435,0.09697307646274567,0.09697307646274567,19152000,0.0,0.0
1981-02-04,0.10048317909240723,0.1009219340419847,0.10048317909240723,0.10048317909240723,27865600,0.0,0.0
1981-02-05,0.10048317909240723,0.10136070070856663,0.10048317909240723,0.10048317909240723,7929600,0.0,0.0
1981-02-06,0.10092189908027649,0.10136066559485943,0.10092189908027649,0.10092189908027649,13865600,0.0,0.0
1981-02-09,0.09653429489278854,0.09653429489278854,0.09565676748752594,0.09565676748752594,16755200,0.0,0.0
1981-02-10,0.09565676748752594,0.09609553411940813,0.09565676748752594,0.09565676748752594,18345600,0.0,0.0
1981-02-11,0.09302420531831113,0.09302420531831113,0.09258544445037842,0.09258544445037842,13843200,0.0,0.0
1981-02-12,0.09214665460997366,0.09214665460997366,0.09170710295438766,0.09170710295438766,14560000,0.0,0.0
1981-02-13,0.09039081431755468,0.09039081431755468,0.08951328694820404,0.08951328694820404,11155200,0.0,0.0
1981-02-17,0.09170710295438766,0.09214665460997366,0.09170710295438766,0.09170710295438766,12275200,0.0,0.0
1981-02-18,0.09565676748752594,0.09653429489278854,0.09565676748752594,0.09565676748752594,19241600,0.0,0.0
1981-02-19,0.09039082575960448,0.09039082575960448,0.08995205909013748,0.08995205909013748,22310400,0.0,0.0
1981-02-20,0.08556441408569751,0.08556441408569751,0.0851256474852562,0.0851256474852562,24371200,0.0,0.0
1981-02-23,0.08644194155931473,0.08688070819015908,0.08644194155931473,0.08644194155931473,14112000,0.0,0.0
1981-02-24,0.08424814613528513,0.08424814613528513,0.0833706185221672,0.0833706185221672,16979200,0.0,0.0
1981-02-25,0.08863575756549835,0.08907451831095647,0.08863575756549835,0.08863575756549835,19488000,0.0,0.0
1981-02-26,0.08995205909013748,0.09039082575960448,0.08995205909013748,0.08995205909013748,10841600,0.0,0.0
1981-02-27,0.09302417933940889,0.0939017066887099,0.09302417933940889,0.09302417933940887,14761600,0.0,0.0
1981-03-02,0.09346295148134232,0.09390171225274034,0.09346295148134232,0.09346295148134232,11760000,0.0,0.0
1981-03-03,0.09258542403697947,0.09258542403697947,0.09214665740728378,0.09214665740728378,16172800,0.0,0.0
1981-03-04,0.09170709151560125,0.09170709151560125,0.09126833081245422,0.09126833081245422,13708800,0.0,0.0
1981-03-05,0.09126835515149942,0.09126835515149942,0.09082958847284317,0.09082958847284317,5376000,0.0,0.0
1981-03-06,0.09082958657056922,0.09082958657056922,0.08995205909013748,0.08995205909013748,11603200,0.0,0.0
1981-03-09,0.08337059221794674,0.08337059221794674,0.08293183147907257,0.08293183147907257,15321600,0.0,0.0
1981-03-10,0.07942094264901865,0.07942094264901865,0.07898218184709549,0.07898218184709549,28380800,0.0,0.0
1981-03-11,0.07678834135272036,0.07678834135272036,0.07591081410646439,0.07591081410646439,29859200,0.0,0.0
1981-03-12,0.07898218184709549,0.07942094264901865,0.07898218184709549,0.07898218184709549,59248000,0.0,0.0
